K,Source Device ID,Time_90,Chunk Copies,% Devices Reached
49,206,inf,1296,75.276
49,135,inf,1331,77.307
49,3289,inf,1181,68.601
49,2553,inf,880,51.132
49,4044,inf,1536,89.205
49,41,274483,1575,91.468
49,250,inf,1308,75.972
49,8368,inf,658,38.247
49,8487,inf,142,8.299
49,1470,inf,306,17.818
49,2671,inf,1498,86.999
49,7419,inf,364,21.184
49,317,inf,1237,71.851
49,961,inf,1536,89.205
49,11102,inf,434,25.247
49,6064,inf,1301,75.566
49,638,inf,1236,71.793
49,280,inf,1268,73.651
49,9569,inf,15,0.929
49,1655,inf,172,10.041
49,8760,inf,704,40.917
49,100,inf,1548,89.901
49,553,306768,1558,90.482
49,7243,inf,994,57.748
49,846,308072,1556,90.366
49,1053,inf,1545,89.727
49,525,inf,1205,69.994
49,10976,inf,472,27.452
49,8264,inf,990,57.516
49,4463,inf,159,9.286
49,3481,inf,927,53.860
50,3476,inf,980,56.936
50,11071,inf,228,13.291
50,155,inf,1332,77.365
50,1598,inf,179,10.447
50,8344,inf,664,38.595
50,2046,278018,1571,91.236
50,7393,inf,380,22.113
50,8350,inf,664,38.595
50,1325,inf,1428,82.937
50,9334,inf,149,8.706
50,1977,inf,1526,88.624
50,1059,301748,1564,90.830
50,706,inf,986,57.284
50,8757,inf,708,41.149
50,20,309133,1552,90.133
50,2812,inf,1371,79.629
50,2057,inf,1224,71.097
50,11056,inf,230,13.407
50,11560,inf,575,33.430
50,157,inf,1334,77.481
50,762,inf,935,54.324
50,1117,inf,788,45.792
50,2620,inf,1462,84.910
50,3279,inf,1232,71.561
50,8736,inf,709,41.207
50,5687,inf,1437,83.459
50,1452,inf,309,17.992
50,2631,inf,1404,81.544
50,6812,inf,1157,67.208
50,4705,inf,1211,70.342
50,6561,inf,1532,88.973
50,1040,inf,969,56.297
50,7241,inf,1000,58.096
50,858,inf,1500,87.115
50,10435,inf,725,42.136
50,8384,inf,655,38.073
50,1071,inf,840,48.810
50,1394,inf,1261,73.244
50,792,inf,675,39.234
50,7779,277353,1574,91.410
50,10690,inf,1442,83.749
50,1356,inf,1293,75.102
50,8481,inf,143,8.358
50,11867,inf,10,0.638
50,4571,inf,142,8.299
50,9822,inf,666,38.712
50,8348,inf,664,38.595
50,4808,inf,988,57.400
50,8315,inf,677,39.350
50,541,247912,1580,91.759
50,2452,inf,898,52.176
50,265,inf,1281,74.405
50,2613,inf,1439,83.575
50,11870,inf,10,0.638
50,5349,inf,846,49.158
50,1189,inf,944,54.846
50,4702,inf,1080,62.739
50,2616,inf,1439,83.575
50,7261,inf,992,57.632
50,2683,inf,1397,81.138
50,4720,inf,1051,61.056
50,1208,inf,935,54.324
50,9547,inf,389,22.635
50,2205,233749,1580,91.759
50,7588,224093,1586,92.107
50,1400,inf,425,24.724
50,6676,inf,1503,87.290
50,1244,inf,685,39.814
50,6610,inf,1521,88.334
50,206,inf,1301,75.566
50,135,inf,1339,77.771
50,3289,inf,1186,68.891
50,2553,inf,883,51.306
50,4044,inf,1545,89.727
50,41,229726,1584,91.991
50,250,inf,1314,76.320
50,8368,inf,661,38.421
50,8487,inf,142,8.299
50,1470,inf,309,17.992
50,2671,inf,1505,87.406
50,7419,inf,364,21.184
50,317,inf,1244,72.258
50,961,inf,1548,89.901
50,11102,inf,435,25.305
50,6064,inf,1308,75.972
50,638,inf,1243,72.200
50,280,inf,1274,73.999
50,9569,inf,15,0.929
50,1655,inf,174,10.157
50,8760,inf,708,41.149
50,100,308072,1556,90.366
50,553,297963,1568,91.062
50,7243,inf,1000,58.096
50,846,298098,1565,90.888
50,1053,309133,1554,90.250
50,525,inf,1209,70.226
50,10976,inf,474,27.568
50,8264,inf,995,57.806
50,4463,inf,159,9.286
50,3481,inf,930,54.034
51,3476,inf,985,57.226
51,11071,inf,230,13.407
51,155,inf,1338,77.713
51,1598,inf,180,10.505
51,8344,inf,667,38.770
51,2046,247912,1580,91.759
51,7393,inf,380,22.113
51,8350,inf,667,38.770
51,1325,inf,1435,83.343
51,9334,inf,149,8.706
51,1977,inf,1534,89.089
51,1059,277353,1572,91.294
51,706,inf,990,57.516
51,8757,inf,715,41.555
51,20,302255,1562,90.714
51,2812,inf,1375,79.861
51,2057,inf,1231,71.503
51,11056,inf,232,13.523
51,11560,inf,578,33.604
51,157,inf,1340,77.829
51,762,inf,940,54.614
51,1117,inf,791,45.966
51,2620,inf,1469,85.316
51,3279,inf,1236,71.793
51,8736,inf,716,41.613
51,5687,inf,1443,83.807
51,1452,inf,311,18.108
51,2631,inf,1410,81.892
51,6812,inf,1161,67.441
51,4705,inf,1217,70.691
51,6561,inf,1542,89.553
51,1040,inf,972,56.471
51,7241,inf,1006,58.445
51,858,inf,1508,87.580
51,10435,inf,728,42.310
51,8384,inf,658,38.247
51,1071,inf,843,48.984
51,1394,inf,1267,73.593
51,792,inf,679,39.466
51,7779,227512,1583,91.933
51,10690,inf,1448,84.098
51,1356,inf,1298,75.392
51,8481,inf,143,8.358
51,11867,inf,10,0.638
51,4571,inf,142,8.299
51,9822,inf,669,38.886
51,8348,inf,667,38.770
51,4808,inf,991,57.574
51,8315,inf,680,39.524
51,541,224093,1589,92.281
51,2452,inf,901,52.351
51,265,inf,1286,74.695
51,2613,inf,1447,84.039
51,11870,inf,10,0.638
51,5349,inf,849,49.333
51,1189,inf,947,55.020
51,4702,inf,1085,63.030
51,2616,inf,1447,84.039
51,7261,inf,997,57.922
51,2683,inf,1402,81.428
51,4720,inf,1054,61.230
51,1208,inf,938,54.498
51,9547,inf,389,22.635
51,2205,224093,1589,92.281
51,7588,222522,1594,92.571
51,1400,inf,427,24.840
51,6676,inf,1510,87.696
51,1244,inf,689,40.046
51,6610,inf,1531,88.915
51,206,inf,1307,75.914
51,135,inf,1346,78.178
51,3289,inf,1190,69.124
51,2553,inf,886,51.480
51,4044,308072,1555,90.308
51,41,224093,1593,92.513
51,250,inf,1320,76.669
51,8368,inf,663,38.537
51,8487,inf,142,8.299
51,1470,inf,312,18.166
51,2671,inf,1512,87.812
51,7419,inf,364,21.184
51,317,inf,1250,72.606
51,961,306119,1559,90.540
51,11102,inf,436,25.363
51,6064,inf,1317,76.494
51,638,inf,1248,72.490
51,280,inf,1280,74.347
51,9569,inf,15,0.929
51,1655,inf,174,10.157
51,8760,inf,715,41.555
51,100,302255,1563,90.772
51,553,270782,1577,91.584
51,7243,inf,1006,58.445
51,846,277353,1573,91.352
51,1053,302255,1562,90.714
51,525,inf,1213,70.459
51,10976,inf,475,27.626
51,8264,inf,999,58.038
51,4463,inf,159,9.286
51,3481,inf,934,54.266
52,3476,inf,988,57.400
52,11071,inf,232,13.523
52,155,inf,1344,78.062
52,1598,inf,181,10.563
52,8344,inf,670,38.944
52,2046,224414,1591,92.397
52,7393,inf,380,22.113
52,8350,inf,670,38.944
52,1325,inf,1440,83.633
52,9334,inf,149,8.706
52,1977,inf,1540,89.437
52,1059,247912,1581,91.817
52,706,inf,993,57.690
52,8757,inf,718,41.730
52,20,277353,1572,91.294
52,2812,inf,1379,80.093
52,2057,inf,1235,71.735
52,11056,inf,233,13.581
52,11560,inf,580,33.720
52,157,inf,1345,78.120
52,762,inf,943,54.788
52,1117,inf,794,46.140
52,2620,inf,1475,85.665
52,3279,inf,1240,72.026
52,8736,inf,719,41.788
52,5687,inf,1448,84.098
52,1452,inf,313,18.224
52,2631,inf,1414,82.124
52,6812,inf,1165,67.673
52,4705,inf,1223,71.039
52,6561,312006,1551,90.075
52,1040,inf,976,56.703
52,7241,inf,1010,58.677
52,858,inf,1514,87.928
52,10435,inf,731,42.484
52,8384,inf,661,38.421
52,1071,inf,848,49.275
52,1394,inf,1271,73.825
52,792,inf,687,39.930
52,7779,222526,1594,92.571
52,10690,inf,1454,84.446
52,1356,inf,1304,75.740
52,8481,inf,143,8.358
52,11867,inf,10,0.638
52,4571,inf,142,8.299
52,9822,inf,672,39.060
52,8348,inf,670,38.944
52,4808,inf,994,57.748
52,8315,inf,683,39.698
52,541,222398,1600,92.919
52,2452,inf,904,52.525
52,265,inf,1290,74.927
52,2613,inf,1454,84.446
52,11870,inf,10,0.638
52,5349,inf,852,49.507
52,1189,inf,950,55.194
52,4702,inf,1089,63.262
52,2616,inf,1454,84.446
52,7261,inf,1001,58.154
52,2683,inf,1406,81.660
52,4720,inf,1057,61.405
52,1208,inf,941,54.672
52,9547,inf,389,22.635
52,2205,218611,1600,92.919
52,7588,217185,1605,93.210
52,1400,inf,429,24.956
52,6676,inf,1516,88.044
52,1244,inf,693,40.279
52,6610,inf,1538,89.321
52,206,inf,1313,76.262
52,135,inf,1353,78.584
52,3289,inf,1194,69.356
52,2553,inf,889,51.654
52,4044,301748,1564,90.830
52,41,221137,1603,93.093
52,250,inf,1325,76.959
52,8368,inf,666,38.712
52,8487,inf,142,8.299
52,1470,inf,314,18.282
52,2671,inf,1520,88.276
52,7419,inf,364,21.184
52,317,inf,1254,72.838
52,961,297836,1570,91.178
52,11102,inf,437,25.421
52,6064,inf,1326,77.017
52,638,inf,1252,72.722
52,280,inf,1285,74.637
52,9569,inf,15,0.929
52,1655,inf,174,10.157
52,8760,inf,718,41.730
52,100,277353,1572,91.294
52,553,227512,1586,92.107
52,7243,inf,1010,58.677
52,846,227512,1584,91.991
52,1053,277353,1572,91.294
52,525,inf,1219,70.807
52,10976,inf,476,27.684
52,8264,inf,1002,58.212
52,4463,inf,159,9.286
52,3481,inf,938,54.498
53,3476,inf,991,57.574
53,11071,inf,234,13.639
53,155,inf,1348,78.294
53,1598,inf,181,10.563
53,8344,inf,673,39.118
53,2046,222526,1601,92.977
53,7393,inf,380,22.113
53,8350,inf,673,39.118
53,1325,inf,1446,83.981
53,9334,inf,149,8.706
53,1977,inf,1548,89.901
53,1059,224414,1592,92.455
53,706,inf,996,57.864
53,8757,inf,721,41.904
53,20,233749,1583,91.933
53,2812,inf,1382,80.267
53,2057,inf,1239,71.967
53,11056,inf,235,13.697
53,11560,inf,583,33.894
53,157,inf,1349,78.352
53,762,inf,946,54.962
53,1117,inf,797,46.315
53,2620,inf,1481,86.013
53,3279,inf,1244,72.258
53,8736,inf,722,41.962
53,5687,inf,1454,84.446
53,1452,inf,315,18.340
53,2631,inf,1417,82.298
53,6812,inf,1169,67.905
53,4705,inf,1228,71.329
53,6561,303945,1561,90.656
53,1040,inf,979,56.878
53,7241,inf,1013,58.851
53,858,inf,1521,88.334
53,10435,inf,735,42.716
53,8384,inf,664,38.595
53,1071,inf,851,49.449
53,1394,inf,1274,73.999
53,792,inf,691,40.163
53,7779,218040,1606,93.268
53,10690,inf,1459,84.736
53,1356,inf,1311,76.146
53,8481,inf,143,8.358
53,11867,inf,10,0.638
53,4571,inf,142,8.299
53,9822,inf,675,39.234
53,8348,inf,673,39.118
53,4808,inf,997,57.922
53,8315,inf,687,39.930
53,541,217185,1612,93.616
53,2452,inf,907,52.699
53,265,inf,1294,75.160
53,2613,inf,1459,84.736
53,11870,inf,10,0.638
53,5349,inf,855,49.681
53,1189,inf,953,55.369
53,4702,inf,1092,63.436
53,2616,inf,1459,84.736
53,7261,inf,1005,58.387
53,2683,inf,1409,81.834
53,4720,inf,1060,61.579
53,1208,inf,944,54.846
53,9547,inf,389,22.635
53,2205,216712,1612,93.616
53,7588,216359,1617,93.906
53,1400,inf,431,25.073
53,6676,inf,1522,88.392
53,1244,inf,697,40.511
53,6610,inf,1547,89.843
53,206,inf,1319,76.611
53,135,inf,1361,79.048
53,3289,inf,1198,69.588
53,2553,inf,892,51.828
53,4044,277353,1573,91.352
53,41,217185,1615,93.790
53,250,inf,1329,77.191
53,8368,inf,669,38.886
53,8487,inf,142,8.299
53,1470,inf,316,18.398
53,2671,inf,1526,88.624
53,7419,inf,364,21.184
53,317,inf,1258,73.070
53,961,236622,1582,91.875
53,11102,inf,437,25.421
53,6064,inf,1333,77.423
53,638,inf,1256,72.954
53,280,inf,1289,74.869
53,9569,inf,15,0.929
53,1655,inf,174,10.157
53,8760,inf,721,41.904
53,100,231524,1583,91.933
53,553,224093,1596,92.687
53,7243,inf,1013,58.851
53,846,224093,1596,92.687
53,1053,233749,1583,91.933
53,525,inf,1225,71.155
53,10976,inf,477,27.742
53,8264,inf,1006,58.445
53,4463,inf,159,9.286
53,3481,inf,941,54.672
54,3476,inf,994,57.748
54,11071,inf,443,25.769
54,155,inf,1352,78.526
54,1598,inf,181,10.563
54,8344,inf,676,39.292
54,2046,218424,1613,93.674
54,7393,inf,380,22.113
54,8350,inf,676,39.292
54,1325,inf,1451,84.272
54,9334,inf,149,8.706
54,1977,308072,1556,90.366
54,1059,223767,1602,93.035
54,706,inf,999,58.038
54,8757,inf,724,42.078
54,20,224886,1592,92.455
54,2812,inf,1385,80.441
54,2057,inf,1242,72.142
54,11056,inf,237,13.813
54,11560,inf,586,34.068
54,157,inf,1354,78.642
54,762,inf,949,55.136
54,1117,inf,800,46.489
54,2620,inf,1486,86.303
54,3279,inf,1248,72.490
54,8736,inf,725,42.136
54,5687,inf,1459,84.736
54,1452,inf,317,18.456
54,2631,inf,1420,82.472
54,6812,inf,1173,68.137
54,4705,inf,1232,71.561
54,6561,297836,1570,91.178
54,1040,inf,982,57.052
54,7241,inf,1016,59.025
54,858,inf,1528,88.741
54,10435,inf,738,42.890
54,8384,inf,667,38.770
54,1071,inf,854,49.623
54,1394,inf,1277,74.173
54,792,inf,694,40.337
54,7779,216496,1617,93.906
54,10690,inf,1466,85.142
54,1356,inf,1318,76.553
54,8481,inf,143,8.358
54,11867,inf,10,0.638
54,4571,inf,142,8.299
54,9822,inf,678,39.408
54,8348,inf,676,39.292
54,4808,inf,1000,58.096
54,8315,inf,690,40.104
54,541,216421,1623,94.254
54,2452,inf,910,52.873
54,265,inf,1298,75.392
54,2613,inf,1464,85.026
54,11870,inf,10,0.638
54,5349,inf,858,49.855
54,1189,inf,956,55.543
54,4702,inf,1095,63.610
54,2616,inf,1464,85.026
54,7261,inf,1008,58.561
54,2683,inf,1412,82.008
54,4720,inf,1063,61.753
54,1208,inf,947,55.020
54,9547,inf,389,22.635
54,2205,216146,1623,94.254
54,7588,216001,1628,94.544
54,1400,inf,433,25.189
54,6676,inf,1530,88.857
54,1244,inf,701,40.743
54,6610,308072,1556,90.366
54,206,inf,1325,76.959
54,135,inf,1367,79.396
54,3289,inf,1203,69.878
54,2553,inf,895,52.002
54,4044,236622,1583,91.933
54,41,216468,1626,94.428
54,250,inf,1332,77.365
54,8368,inf,672,39.060
54,8487,inf,142,8.299
54,1470,inf,318,18.514
54,2671,inf,1533,89.031
54,7419,inf,364,21.184
54,317,inf,1262,73.302
54,961,224093,1594,92.571
54,11102,inf,437,25.421
54,6064,inf,1339,77.771
54,638,inf,1260,73.186
54,280,inf,1293,75.102
54,9569,inf,15,0.929
54,1655,inf,174,10.157
54,8760,inf,724,42.078
54,100,224414,1593,92.513
54,553,222398,1605,93.210
54,7243,inf,1016,59.025
54,846,218886,1607,93.326
54,1053,226301,1591,92.397
54,525,inf,1229,71.387
54,10976,inf,478,27.800
54,8264,inf,1010,58.677
54,4463,inf,159,9.286
54,3481,inf,944,54.846
55,3476,inf,997,57.922
55,11071,inf,443,25.769
55,155,inf,1358,78.874
55,1598,inf,181,10.563
55,8344,inf,679,39.466
55,2046,216755,1625,94.370
55,7393,inf,380,22.113
55,8350,inf,679,39.466
55,1325,inf,1457,84.620
55,9334,inf,149,8.706
55,1977,301748,1564,90.830
55,1059,217185,1615,93.790
55,706,inf,1002,58.212
55,8757,inf,727,42.252
55,20,222522,1606,93.268
55,2812,inf,1388,80.615
55,2057,inf,1245,72.316
55,11056,inf,238,13.871
55,11560,inf,588,34.185
55,157,inf,1360,78.990
55,762,inf,952,55.311
55,1117,inf,803,46.663
55,2620,inf,1491,86.593
55,3279,inf,1252,72.722
55,8736,inf,728,42.310
55,5687,inf,1466,85.142
55,1452,inf,318,18.514
55,2631,inf,1423,82.647
55,6812,inf,1177,68.369
55,4705,inf,1236,71.793
55,6561,262001,1580,91.759
55,1040,inf,985,57.226
55,7241,inf,1019,59.199
55,858,inf,1537,89.263
55,10435,inf,741,43.064
55,8384,inf,674,39.176
55,1071,inf,857,49.797
55,1394,inf,1280,74.347
55,792,inf,697,40.511
55,7779,216091,1628,94.544
55,10690,inf,1474,85.607
55,1356,inf,1322,76.785
55,8481,inf,143,8.358
55,11867,inf,10,0.638
55,4571,inf,142,8.299
55,9822,inf,681,39.582
55,8348,inf,679,39.466
55,4808,inf,1004,58.328
55,8315,inf,693,40.279
55,541,216020,1633,94.835
55,2452,inf,913,53.047
55,265,inf,1302,75.624
55,2613,inf,1469,85.316
55,11870,inf,10,0.638
55,5349,inf,861,50.029
55,1189,inf,959,55.717
55,4702,inf,1097,63.726
55,2616,inf,1469,85.316
55,7261,inf,1011,58.735
55,2683,inf,1415,82.182
55,4720,inf,1066,61.927
55,1208,inf,950,55.194
55,9547,inf,389,22.635
55,2205,214139,1633,94.835
55,7588,211788,1639,95.183
55,1400,inf,435,25.305
55,6676,inf,1538,89.321
55,1244,inf,704,40.917
55,6610,301748,1564,90.830
55,206,inf,1330,77.249
55,135,inf,1372,79.687
55,3289,inf,1206,70.052
55,2553,inf,898,52.176
55,4044,226437,1592,92.455
55,41,216020,1637,95.067
55,250,inf,1336,77.597
55,8368,inf,675,39.234
55,8487,inf,142,8.299
55,1470,inf,320,18.630
55,2671,inf,1541,89.495
55,7419,inf,364,21.184
55,317,inf,1266,73.535
55,961,220210,1607,93.326
55,11102,inf,437,25.421
55,6064,inf,1343,78.003
55,638,inf,1261,73.244
55,280,inf,1297,75.334
55,9569,inf,15,0.929
55,1655,inf,174,10.157
55,8760,inf,727,42.252
55,100,222522,1604,93.151
55,553,218040,1618,93.964
55,7243,inf,1019,59.199
55,846,217185,1618,93.964
55,1053,223731,1604,93.151
55,525,inf,1232,71.561
55,10976,inf,479,27.858
55,8264,inf,1014,58.909
55,4463,inf,159,9.286
55,3481,inf,947,55.020
56,3476,inf,1000,58.096
56,11071,inf,443,25.769
56,155,inf,1363,79.164
56,1598,inf,185,10.795
56,8344,inf,682,39.640
56,2046,216337,1635,94.951
56,7393,inf,380,22.113
56,8350,inf,682,39.640
56,1325,inf,1463,84.968
56,9334,inf,149,8.706
56,1977,297963,1569,91.120
56,1059,216755,1623,94.254
56,706,inf,1005,58.387
56,8757,inf,730,42.426
56,20,218814,1616,93.848
56,2812,inf,1391,80.789
56,2057,inf,1247,72.432
56,11056,inf,444,25.827
56,11560,inf,590,34.301
56,157,inf,1365,79.280
56,762,inf,956,55.543
56,1117,inf,813,47.243
56,2620,inf,1498,86.999
56,3279,inf,1255,72.896
56,8736,inf,731,42.484
56,5687,inf,1472,85.490
56,1452,inf,319,18.572
56,2631,inf,1425,82.763
56,6812,inf,1181,68.601
56,4705,inf,1237,71.851
56,6561,226438,1587,92.165
56,1040,inf,988,57.400
56,7241,inf,1021,59.315
56,858,inf,1545,89.727
56,10435,inf,744,43.239
56,8384,inf,677,39.350
56,1071,inf,860,49.971
56,1394,inf,1283,74.521
56,792,inf,700,40.685
56,7779,215867,1635,94.951
56,10690,inf,1480,85.955
56,1356,inf,1326,77.017
56,8481,inf,143,8.358
56,11867,inf,10,0.638
56,4571,inf,142,8.299
56,9822,inf,684,39.756
56,8348,inf,682,39.640
56,4808,inf,1007,58.503
56,8315,inf,696,40.453
56,541,215187,1640,95.241
56,2452,inf,916,53.221
56,265,inf,1306,75.856
56,2613,inf,1476,85.723
56,11870,inf,10,0.638
56,5349,inf,864,50.203
56,1189,inf,963,55.949
56,4702,inf,1098,63.784
56,2616,inf,1476,85.723
56,7261,inf,1014,58.909
56,2683,inf,1418,82.356
56,4720,inf,1068,62.043
56,1208,inf,953,55.369
56,9547,inf,389,22.635
56,2205,211908,1640,95.241
56,7588,210148,1646,95.589
56,1400,inf,436,25.363
56,6676,inf,1544,89.669
56,1244,inf,707,41.091
56,6610,297963,1569,91.120
56,206,inf,1333,77.423
56,135,inf,1377,79.977
56,3289,inf,1208,70.168
56,2553,inf,901,52.351
56,4044,223960,1604,93.151
56,41,215187,1645,95.531
56,250,inf,1340,77.829
56,8368,inf,678,39.408
56,8487,inf,142,8.299
56,1470,inf,322,18.746
56,2671,inf,1549,89.959
56,7419,inf,364,21.184
56,317,inf,1270,73.767
56,961,218611,1617,93.906
56,11102,inf,437,25.421
56,6064,inf,1346,78.178
56,638,inf,1263,73.360
56,280,inf,1300,75.508
56,9569,inf,15,0.929
56,1655,inf,174,10.157
56,8760,inf,730,42.426
56,100,218611,1613,93.674
56,553,216921,1629,94.602
56,7243,inf,1021,59.315
56,846,216921,1625,94.370
56,1053,219263,1614,93.732
56,525,inf,1235,71.735
56,10976,inf,480,27.916
56,8264,inf,1018,59.141
56,4463,inf,159,9.286
56,3481,inf,950,55.194
57,3476,inf,1003,58.270
57,11071,inf,443,25.769
57,155,inf,1368,79.454
57,1598,inf,185,10.795
57,8344,inf,686,39.872
57,2046,216146,1642,95.357
57,7393,inf,380,22.113
57,8350,inf,686,39.872
57,1325,inf,1470,85.374
57,9334,inf,149,8.706
57,1977,274483,1575,91.468
57,1059,216359,1631,94.719
57,706,inf,1008,58.561
57,8757,inf,733,42.600
57,20,217564,1625,94.370
57,2812,inf,1393,80.905
57,2057,inf,1248,72.490
57,11056,inf,444,25.827
57,11560,inf,592,34.417
57,157,inf,1370,79.571
57,762,inf,960,55.775
57,1117,inf,816,47.417
57,2620,inf,1504,87.348
57,3279,inf,1258,73.070
57,8736,inf,734,42.658
57,5687,inf,1479,85.897
57,1452,inf,320,18.630
57,2631,inf,1427,82.879
57,6812,inf,1183,68.717
57,4705,inf,1239,71.967
57,6561,224093,1596,92.687
57,1040,inf,991,57.574
57,7241,inf,1023,59.431
57,858,312006,1551,90.075
57,10435,inf,747,43.413
57,8384,inf,680,39.524
57,1071,inf,863,50.145
57,1394,inf,1285,74.637
57,792,inf,703,40.859
57,7779,212695,1642,95.357
57,10690,inf,1485,86.245
57,1356,inf,1329,77.191
57,8481,inf,143,8.358
57,11867,inf,10,0.638
57,4571,inf,142,8.299
57,9822,inf,687,39.930
57,8348,inf,686,39.872
57,4808,inf,1010,58.677
57,8315,inf,699,40.627
57,541,212695,1647,95.647
57,2452,inf,919,53.395
57,265,inf,1310,76.088
57,2613,inf,1484,86.187
57,11870,inf,10,0.638
57,5349,inf,867,50.377
57,1189,inf,966,56.123
57,4702,inf,1100,63.900
57,2616,inf,1484,86.187
57,7261,inf,1017,59.083
57,2683,inf,1420,82.472
57,4720,inf,1070,62.159
57,1208,inf,956,55.543
57,9547,inf,389,22.635
57,2205,210777,1646,95.589
57,7588,209114,1652,95.937
57,1400,inf,437,25.421
57,6676,inf,1549,89.959
57,1244,inf,710,41.265
57,6610,274483,1575,91.468
57,206,inf,1336,77.597
57,135,inf,1380,80.151
57,3289,inf,1211,70.342
57,2553,inf,904,52.525
57,4044,222323,1613,93.674
57,41,212695,1652,95.937
57,250,inf,1344,78.062
57,8368,inf,685,39.814
57,8487,inf,142,8.299
57,1470,inf,324,18.862
57,2671,308072,1555,90.308
57,7419,inf,364,21.184
57,317,inf,1273,73.941
57,961,217185,1626,94.428
57,11102,inf,437,25.421
57,6064,inf,1349,78.352
57,638,inf,1266,73.535
57,280,inf,1303,75.682
57,9569,inf,15,0.929
57,1655,inf,174,10.157
57,8760,inf,733,42.600
57,100,217185,1622,94.196
57,553,216359,1638,95.125
57,7243,inf,1023,59.431
57,846,216421,1632,94.777
57,1053,218611,1623,94.254
57,525,inf,1238,71.909
57,10976,inf,481,27.974
57,8264,inf,1021,59.315
57,4463,inf,159,9.286
57,3481,inf,953,55.369
58,3476,inf,1005,58.387
58,11071,inf,443,25.769
58,155,inf,1372,79.687
58,1598,inf,186,10.853
58,8344,inf,689,40.046
58,2046,216001,1648,95.705
58,7393,inf,380,22.113
58,8350,inf,689,40.046
58,1325,inf,1476,85.723
58,9334,inf,149,8.706
58,1977,236622,1583,91.933
58,1059,216146,1638,95.125
58,706,inf,1010,58.677
58,8757,inf,737,42.832
58,20,216921,1634,94.893
58,2812,inf,1395,81.021
58,2057,inf,1251,72.664
58,11056,inf,444,25.827
58,11560,inf,594,34.533
58,157,inf,1374,79.803
58,762,inf,962,55.891
58,1117,inf,819,47.591
58,2620,inf,1512,87.812
58,3279,inf,1260,73.186
58,8736,inf,738,42.890
58,5687,inf,1485,86.245
58,1452,inf,322,18.746
58,2631,inf,1430,83.053
58,6812,inf,1187,68.950
58,4705,inf,1241,72.084
58,6561,223731,1606,93.268
58,1040,inf,993,57.690
58,7241,inf,1025,59.547
58,858,308072,1556,90.366
58,10435,inf,754,43.819
58,8384,inf,683,39.698
58,1071,inf,866,50.319
58,1394,inf,1287,74.753
58,792,inf,706,41.033
58,7779,211419,1648,95.705
58,10690,inf,1491,86.593
58,1356,inf,1331,77.307
58,8481,inf,143,8.358
58,11867,inf,10,0.638
58,4571,inf,142,8.299
58,9822,inf,690,40.104
58,8348,inf,689,40.046
58,4808,inf,1013,58.851
58,8315,inf,702,40.801
58,541,211419,1652,95.937
58,2452,inf,921,53.511
58,265,inf,1312,76.204
58,2613,inf,1491,86.593
58,11870,inf,10,0.638
58,5349,inf,870,50.551
58,1189,inf,968,56.239
58,4702,inf,1102,64.016
58,2616,inf,1491,86.593
58,7261,inf,1019,59.199
58,2683,inf,1423,82.647
58,4720,inf,1072,62.275
58,1208,inf,958,55.659
58,9547,inf,389,22.635
58,2205,209114,1652,95.937
58,7588,207733,1657,96.228
58,1400,inf,439,25.537
58,6676,308072,1556,90.366
58,1244,inf,729,42.368
58,6610,236622,1583,91.933
58,206,inf,1337,77.655
58,135,inf,1386,80.499
58,3289,inf,1213,70.459
58,2553,inf,906,52.641
58,4044,218886,1620,94.080
58,41,210777,1659,96.344
58,250,inf,1346,78.178
58,8368,inf,688,39.988
58,8487,inf,142,8.299
58,1470,inf,325,18.920
58,2671,303945,1561,90.656
58,7419,inf,364,21.184
58,317,inf,1276,74.115
58,961,216712,1634,94.893
58,11102,inf,437,25.421
58,6064,inf,1351,78.468
58,638,inf,1269,73.709
58,280,inf,1304,75.740
58,9569,inf,15,0.929
58,1655,inf,174,10.157
58,8760,inf,737,42.832
58,100,216496,1629,94.602
58,553,216091,1646,95.589
58,7243,inf,1025,59.547
58,846,216147,1638,95.125
58,1053,217564,1630,94.660
58,525,inf,1241,72.084
58,10976,inf,482,28.033
58,8264,inf,1023,59.431
58,4463,inf,159,9.286
58,3481,inf,955,55.485
59,3476,inf,1007,58.503
59,11071,inf,444,25.827
59,155,inf,1375,79.861
59,1598,inf,187,10.911
59,8344,inf,691,40.163
59,2046,214536,1654,96.053
59,7393,inf,380,22.113
59,8350,inf,691,40.163
59,1325,inf,1481,86.013
59,9334,inf,149,8.706
59,1977,226559,1589,92.281
59,1059,215187,1647,95.647
59,706,inf,1012,58.793
59,8757,inf,740,43.006
59,20,216468,1642,95.357
59,2812,inf,1398,81.196
59,2057,inf,1254,72.838
59,11056,inf,444,25.827
59,11560,inf,596,34.649
59,157,inf,1377,79.977
59,762,inf,965,56.065
59,1117,inf,823,47.824
59,2620,inf,1518,88.160
59,3279,inf,1262,73.302
59,8736,inf,741,43.064
59,5687,inf,1490,86.535
59,1452,inf,323,18.804
59,2631,inf,1432,83.169
59,6812,inf,1190,69.124
59,4705,inf,1243,72.200
59,6561,221137,1614,93.732
59,1040,inf,995,57.806
59,7241,inf,1027,59.663
59,858,302255,1563,90.772
59,10435,inf,757,43.993
59,8384,inf,686,39.872
59,1071,inf,868,50.435
59,1394,inf,1288,74.811
59,792,inf,709,41.207
59,7779,209114,1656,96.169
59,10690,inf,1497,86.941
59,1356,inf,1334,77.481
59,8481,inf,143,8.358
59,11867,inf,10,0.638
