K,Source Device ID,Time_90,Chunk Copies,% Devices Reached
59,4571,inf,142,8.299
59,9822,inf,694,40.337
59,8348,inf,691,40.163
59,4808,inf,1014,58.909
59,8315,inf,705,40.975
59,541,209114,1660,96.402
59,2452,inf,923,53.627
59,265,inf,1314,76.320
59,2613,inf,1497,86.941
59,11870,inf,10,0.638
59,5349,inf,872,50.667
59,1189,inf,970,56.355
59,4702,inf,1104,64.132
59,2616,inf,1497,86.941
59,7261,inf,1021,59.315
59,2683,inf,1425,82.763
59,4720,inf,1074,62.391
59,1208,inf,960,55.775
59,9547,inf,389,22.635
59,2205,207588,1660,96.402
59,7588,206286,1665,96.692
59,1400,inf,441,25.653
59,6676,301748,1564,90.830
59,1244,inf,732,42.542
59,6610,226559,1589,92.281
59,206,inf,1339,77.771
59,135,inf,1391,80.789
59,3289,inf,1214,70.517
59,2553,inf,907,52.699
59,4044,218611,1627,94.486
59,41,209114,1667,96.808
59,250,inf,1349,78.352
59,8368,inf,690,40.104
59,8487,inf,142,8.299
59,1470,inf,325,18.920
59,2671,298098,1567,91.004
59,7419,inf,364,21.184
59,317,inf,1278,74.231
59,961,216205,1643,95.415
59,11102,inf,437,25.421
59,6064,inf,1355,78.700
59,638,inf,1271,73.825
59,280,inf,1306,75.856
59,9569,inf,15,0.929
59,1655,inf,174,10.157
59,8760,inf,740,43.006
59,100,216282,1636,95.009
59,553,215867,1653,95.995
59,7243,inf,1027,59.663
59,846,216001,1646,95.589
59,1053,217185,1635,94.951
59,525,inf,1242,72.142
59,10976,inf,483,28.091
59,8264,inf,1025,59.547
59,4463,inf,159,9.286
59,3481,inf,957,55.601
60,3476,inf,1009,58.619
60,11071,inf,444,25.827
60,155,inf,1379,80.093
60,1598,inf,188,10.969
60,8344,inf,694,40.337
60,2046,212695,1659,96.344
60,7393,inf,380,22.113
60,8350,inf,694,40.337
60,1325,inf,1486,86.303
60,9334,inf,149,8.706
60,1977,226301,1596,92.687
60,1059,212695,1653,95.995
60,706,inf,1014,58.909
60,8757,inf,742,43.122
60,20,216282,1648,95.705
60,2812,inf,1400,81.312
60,2057,inf,1256,72.954
60,11056,inf,444,25.827
60,11560,inf,598,34.765
60,157,inf,1381,80.209
60,762,inf,968,56.239
60,1117,inf,825,47.940
60,2620,inf,1526,88.624
60,3279,inf,1264,73.418
60,8736,inf,743,43.180
60,5687,inf,1495,86.825
60,1452,inf,325,18.920
60,2631,inf,1436,83.401
60,6812,inf,1192,69.240
60,4705,inf,1245,72.316
60,6561,220210,1621,94.138
60,1040,inf,997,57.922
60,7241,inf,1028,59.721
60,858,297963,1569,91.120
60,10435,inf,759,44.109
60,8384,inf,689,40.046
60,1071,inf,870,50.551
60,1394,inf,1290,74.927
60,792,inf,712,41.381
60,7779,207733,1662,96.518
60,10690,inf,1504,87.348
60,1356,inf,1337,77.655
60,8481,inf,143,8.358
60,11867,inf,10,0.638
60,4571,inf,142,8.299
60,9822,inf,697,40.511
60,8348,inf,694,40.337
60,4808,inf,1016,59.025
60,8315,inf,708,41.149
60,541,207733,1666,96.750
60,2452,inf,925,53.743
60,265,inf,1317,76.494
60,2613,inf,1504,87.348
60,11870,inf,10,0.638
60,5349,inf,874,50.784
60,1189,inf,971,56.413
60,4702,inf,1105,64.190
60,2616,inf,1504,87.348
60,7261,inf,1022,59.373
60,2683,inf,1429,82.995
60,4720,inf,1075,62.449
60,1208,inf,962,55.891
60,9547,inf,389,22.635
60,2205,206286,1666,96.750
60,7588,205901,1671,97.040
60,1400,inf,442,25.711
60,6676,297836,1570,91.178
60,1244,inf,735,42.716
60,6610,226301,1596,92.687
60,206,inf,1341,77.887
60,135,inf,1394,80.963
60,3289,inf,1216,70.633
60,2553,inf,909,52.815
60,4044,217185,1635,94.951
60,41,207588,1673,97.156
60,250,inf,1351,78.468
60,8368,inf,693,40.279
60,8487,inf,142,8.299
60,1470,inf,326,18.979
60,2671,277353,1573,91.352
60,7419,inf,364,21.184
60,317,inf,1279,74.289
60,961,216001,1650,95.821
60,11102,inf,437,25.421
60,6064,inf,1357,78.816
60,638,inf,1272,73.883
60,280,inf,1308,75.972
60,9569,inf,15,0.929
60,1655,inf,174,10.157
60,8760,inf,742,43.122
60,100,216020,1642,95.357
60,553,214139,1658,96.286
60,7243,inf,1028,59.721
60,846,212695,1652,95.937
60,1053,216468,1644,95.473
60,525,inf,1244,72.258
60,10976,inf,484,28.149
60,8264,inf,1026,59.605
60,4463,inf,159,9.286
60,3481,inf,959,55.717
61,3476,inf,1010,58.677
61,11071,inf,444,25.827
61,155,inf,1383,80.325
61,1598,inf,190,11.085
61,8344,inf,696,40.453
61,2046,211419,1666,96.750
61,7393,inf,380,22.113
61,8350,inf,696,40.453
61,1325,inf,1490,86.535
61,9334,inf,149,8.706
61,1977,224093,1604,93.151
61,1059,211841,1658,96.286
61,706,inf,1015,58.967
61,8757,inf,744,43.239
61,20,216146,1653,95.995
61,2812,inf,1403,81.486
61,2057,inf,1258,73.070
61,11056,inf,445,25.885
61,11560,inf,600,34.881
61,157,inf,1383,80.325
61,762,inf,971,56.413
61,1117,inf,827,48.056
61,2620,inf,1533,89.031
61,3279,inf,1265,73.476
61,8736,inf,745,43.297
61,5687,inf,1499,87.057
61,1452,inf,327,19.037
61,2631,inf,1438,83.517
61,6812,inf,1193,69.298
61,4705,inf,1247,72.432
61,6561,218814,1628,94.544
61,1040,inf,998,57.980
61,7241,inf,1031,59.896
61,858,266279,1578,91.642
61,10435,inf,761,44.225
61,8384,inf,692,40.221
61,1071,inf,871,50.609
61,1394,inf,1292,75.044
61,792,inf,715,41.555
61,7779,206413,1669,96.924
61,10690,inf,1509,87.638
61,1356,inf,1341,77.887
61,8481,inf,143,8.358
61,11867,inf,10,0.638
61,4571,inf,142,8.299
61,9822,inf,699,40.627
61,8348,inf,696,40.453
61,4808,inf,1018,59.141
61,8315,inf,711,41.323
61,541,206413,1673,97.156
61,2452,inf,926,53.802
61,265,inf,1319,76.611
61,2613,inf,1510,87.696
61,11870,inf,10,0.638
61,5349,inf,875,50.842
61,1189,inf,974,56.587
61,4702,inf,1107,64.306
61,2616,inf,1510,87.696
61,7261,inf,1024,59.489
61,2683,inf,1431,83.111
61,4720,inf,1077,62.565
61,1208,inf,963,55.949
61,9547,inf,389,22.635
61,2205,205901,1673,97.156
61,7588,203738,1678,97.446
61,1400,inf,443,25.769
61,6676,270782,1577,91.584
61,1244,inf,738,42.890
61,6610,224093,1604,93.151
61,206,inf,1343,78.003
61,135,inf,1398,81.196
61,3289,inf,1218,70.749
61,2553,inf,911,52.931
61,4044,216755,1644,95.473
61,41,206413,1679,97.504
61,250,inf,1353,78.584
61,8368,inf,695,40.395
61,8487,inf,142,8.299
61,1470,inf,328,19.095
61,2671,262001,1580,91.759
61,7419,inf,364,21.184
61,317,inf,1280,74.347
61,961,214139,1658,96.286
61,11102,inf,437,25.421
61,6064,inf,1358,78.874
61,638,inf,1273,73.941
61,280,inf,1310,76.088
61,9569,inf,15,0.929
61,1655,inf,174,10.157
61,8760,inf,744,43.239
61,100,214139,1650,95.821
61,553,211841,1665,96.692
61,7243,inf,1031,59.896
61,846,211419,1659,96.344
61,1053,216147,1653,95.995
61,525,inf,1246,72.374
61,10976,inf,485,28.207
61,8264,inf,1028,59.721
61,4463,inf,159,9.286
61,3481,inf,960,55.775
62,3476,inf,1012,58.793
62,11071,inf,444,25.827
62,155,inf,1385,80.441
62,1598,inf,190,11.085
62,8344,inf,698,40.569
62,2046,209482,1672,97.098
62,7393,inf,380,22.113
62,8350,inf,698,40.569
62,1325,inf,1494,86.767
62,9334,inf,149,8.706
62,1977,224093,1608,93.384
62,1059,211788,1662,96.518
62,706,inf,1017,59.083
62,8757,inf,745,43.297
62,20,216001,1659,96.344
62,2812,inf,1406,81.660
62,2057,inf,1258,73.070
62,11056,inf,445,25.885
62,11560,inf,602,34.997
62,157,inf,1385,80.441
62,762,inf,972,56.471
62,1117,inf,829,48.172
62,2620,inf,1537,89.263
62,3279,inf,1266,73.535
62,8736,inf,746,43.355
62,5687,inf,1502,87.232
62,1452,inf,329,19.153
62,2631,inf,1440,83.633
62,6812,inf,1195,69.414
62,4705,inf,1249,72.548
62,6561,218814,1632,94.777
62,1040,inf,1000,58.096
62,7241,inf,1033,60.012
62,858,233749,1584,91.991
62,10435,inf,762,44.283
62,8384,inf,694,40.337
62,1071,inf,873,50.725
62,1394,inf,1294,75.160
62,792,inf,718,41.730
62,7779,206150,1675,97.272
62,10690,inf,1515,87.986
62,1356,inf,1344,78.062
62,8481,inf,143,8.358
62,11867,inf,10,0.638
62,4571,inf,142,8.299
62,9822,inf,702,40.801
62,8348,inf,698,40.569
62,4808,inf,1020,59.257
62,8315,inf,714,41.497
62,541,206150,1679,97.504
62,2452,inf,928,53.918
62,265,inf,1322,76.785
62,2613,inf,1516,88.044
62,11870,inf,10,0.638
62,5349,inf,877,50.958
62,1189,inf,976,56.703
62,4702,inf,1110,64.481
62,2616,inf,1516,88.044
62,7261,inf,1026,59.605
62,2683,inf,1433,83.227
62,4720,inf,1079,62.681
62,1208,inf,965,56.065
62,9547,inf,389,22.635
62,2205,204333,1678,97.446
62,7588,202389,1683,97.737
62,1400,inf,444,25.827
62,6676,247912,1582,91.875
62,1244,inf,741,43.064
62,6610,224093,1608,93.384
62,206,inf,1345,78.120
62,135,inf,1401,81.370
62,3289,inf,1221,70.923
62,2553,inf,913,53.047
62,4044,216337,1652,95.937
62,41,206286,1683,97.737
62,250,inf,1356,78.758
62,8368,inf,697,40.511
62,8487,inf,142,8.299
62,1470,inf,328,19.095
62,2671,227867,1586,92.107
62,7419,inf,364,21.184
62,317,inf,1283,74.521
62,961,211841,1665,96.692
62,11102,inf,437,25.421
62,6064,inf,1360,78.990
62,638,inf,1276,74.115
62,280,inf,1312,76.204
62,9569,inf,15,0.929
62,1655,inf,174,10.157
62,8760,inf,745,43.297
62,100,212695,1654,96.053
62,553,210777,1671,97.040
62,7243,inf,1033,60.012
62,846,209114,1665,96.692
62,1053,216001,1661,96.460
62,525,inf,1247,72.432
62,10976,inf,486,28.265
62,8264,inf,1030,59.837
62,4463,inf,159,9.286
62,3481,inf,962,55.891
63,3476,inf,1014,58.909
63,11071,inf,444,25.827
63,155,inf,1386,80.499
63,1598,inf,190,11.085
63,8344,inf,700,40.685
63,2046,209114,1678,97.446
63,7393,inf,380,22.113
63,8350,inf,700,40.685
63,1325,inf,1499,87.057
63,9334,inf,149,8.706
63,1977,224093,1613,93.674
63,1059,211419,1665,96.692
63,706,inf,1019,59.199
63,8757,inf,746,43.355
63,20,215187,1664,96.634
63,2812,inf,1408,81.776
63,2057,inf,1260,73.186
63,11056,inf,445,25.885
63,11560,inf,604,35.113
63,157,inf,1386,80.499
63,762,inf,974,56.587
63,1117,inf,831,48.288
63,2620,inf,1542,89.553
63,3279,inf,1268,73.651
63,8736,inf,747,43.413
63,5687,inf,1507,87.522
63,1452,inf,331,19.269
63,2631,inf,1443,83.807
63,6812,inf,1197,69.530
63,4705,inf,1250,72.606
63,6561,218611,1637,95.067
63,1040,inf,1002,58.212
63,7241,inf,1035,60.128
63,858,227729,1588,92.223
63,10435,inf,764,44.399
63,8384,inf,696,40.453
63,1071,inf,874,50.784
63,1394,inf,1295,75.218
63,792,inf,719,41.788
63,7779,205775,1681,97.620
63,10690,inf,1521,88.334
63,1356,inf,1346,78.178
63,8481,inf,143,8.358
63,11867,inf,10,0.638
63,4571,inf,142,8.299
63,9822,inf,704,40.917
63,8348,inf,700,40.685
63,4808,inf,1021,59.315
63,8315,inf,717,41.672
63,541,205775,1684,97.795
63,2452,inf,930,54.034
63,265,inf,1324,76.901
63,2613,inf,1521,88.334
63,11870,inf,10,0.638
63,5349,inf,878,51.016
63,1189,inf,978,56.820
63,4702,inf,1111,64.539
63,2616,inf,1521,88.334
63,7261,inf,1028,59.721
63,2683,inf,1436,83.401
63,4720,inf,1080,62.739
63,1208,inf,967,56.181
63,9547,inf,389,22.635
63,2205,204210,1682,97.678
63,7588,202389,1687,97.969
63,1400,inf,445,25.885
63,6676,227867,1586,92.107
63,1244,inf,743,43.180
63,6610,224093,1613,93.674
63,206,inf,1346,78.178
63,135,inf,1405,81.602
63,3289,inf,1223,71.039
63,2553,inf,914,53.105
63,4044,216091,1659,96.344
63,41,206157,1686,97.911
63,250,inf,1359,78.932
63,8368,inf,700,40.685
63,8487,inf,142,8.299
63,1470,inf,329,19.153
63,2671,227512,1592,92.455
63,7419,inf,364,21.184
63,317,inf,1284,74.579
63,961,210148,1671,97.040
63,11102,inf,437,25.421
63,6064,inf,1361,79.048
63,638,inf,1277,74.173
63,280,inf,1313,76.262
63,9569,inf,15,0.929
63,1655,inf,174,10.157
63,8760,inf,746,43.355
63,100,211841,1657,96.228
63,553,210148,1674,97.214
63,7243,inf,1035,60.128
63,846,207879,1670,96.982
63,1053,214536,1666,96.750
63,525,inf,1249,72.548
63,10976,inf,486,28.265
63,8264,inf,1032,59.954
63,4463,inf,159,9.286
63,3481,inf,964,56.007
64,3476,inf,1015,58.967
64,11071,inf,444,25.827
64,155,inf,1388,80.615
64,1598,inf,190,11.085
64,8344,inf,702,40.801
64,2046,208746,1681,97.620
64,7393,inf,380,22.113
64,8350,inf,702,40.801
64,1325,inf,1505,87.406
64,9334,inf,149,8.706
64,1977,223960,1618,93.964
64,1059,210777,1668,96.866
64,706,inf,1020,59.257
64,8757,inf,747,43.413
64,20,214139,1668,96.866
64,2812,inf,1411,81.950
64,2057,inf,1261,73.244
64,11056,inf,445,25.885
64,11560,inf,606,35.229
64,157,inf,1388,80.615
64,762,inf,977,56.761
64,1117,inf,833,48.404
64,2620,inf,1546,89.785
64,3279,inf,1269,73.709
64,8736,inf,748,43.471
64,5687,inf,1512,87.812
64,1452,inf,333,19.385
64,2631,inf,1446,83.981
64,6812,inf,1199,69.646
64,4705,inf,1252,72.722
64,6561,218424,1641,95.299
64,1040,inf,1004,58.328
64,7241,inf,1036,60.186
64,858,227512,1593,92.513
64,10435,inf,765,44.457
64,8384,inf,698,40.569
64,1071,inf,875,50.842
64,1394,inf,1297,75.334
64,792,inf,720,41.846
64,7779,204210,1686,97.911
64,10690,inf,1527,88.683
64,1356,inf,1349,78.352
64,8481,inf,143,8.358
64,11867,inf,10,0.638
64,4571,inf,142,8.299
64,9822,inf,706,41.033
64,8348,inf,702,40.801
64,4808,inf,1023,59.431
64,8315,inf,719,41.788
64,541,204333,1688,98.027
64,2452,inf,932,54.150
64,265,inf,1327,77.075
64,2613,inf,1545,89.727
64,11870,inf,10,0.638
64,5349,inf,879,51.074
64,1189,inf,979,56.878
64,4702,inf,1113,64.655
64,2616,inf,1527,88.683
64,7261,inf,1029,59.779
64,2683,inf,1439,83.575
64,4720,inf,1082,62.855
64,1208,inf,969,56.297
64,9547,inf,389,22.635
64,2205,203738,1686,97.911
64,7588,202389,1691,98.201
64,1400,inf,446,25.943
64,6676,227729,1590,92.339
64,1244,inf,744,43.239
64,6610,223960,1618,93.964
64,206,inf,1348,78.294
64,135,inf,1407,81.718
64,3289,inf,1224,71.097
64,2553,inf,916,53.221
64,4044,216001,1664,96.634
64,41,206150,1688,98.027
64,250,inf,1362,79.106
64,8368,inf,702,40.801
64,8487,inf,142,8.299
64,1470,inf,330,19.211
64,2671,226559,1598,92.803
64,7419,inf,364,21.184
64,317,inf,1286,74.695
64,961,209114,1677,97.388
64,11102,inf,437,25.421
64,6064,inf,1364,79.222
64,638,inf,1279,74.289
64,280,inf,1315,76.378
64,9569,inf,15,0.929
64,1655,inf,174,10.157
64,8760,inf,747,43.413
64,100,211419,1661,96.460
64,553,209482,1677,97.388
64,7243,inf,1036,60.186
64,846,207446,1674,97.214
64,1053,212695,1669,96.924
64,525,inf,1250,72.606
64,10976,inf,487,28.323
64,8264,inf,1033,60.012
64,4463,inf,159,9.286
64,3481,inf,966,56.123
65,3476,inf,1017,59.083
65,11071,inf,444,25.827
65,155,inf,1390,80.731
65,1598,inf,190,11.085
65,8344,inf,708,41.149
65,2046,208746,1681,97.620
65,7393,inf,380,22.113
65,8350,inf,708,41.149
65,1325,inf,1508,87.580
65,9334,inf,149,8.706
65,1977,223767,1621,94.138
65,1059,210777,1670,96.982
65,706,inf,1022,59.373
65,8757,inf,748,43.471
65,20,214139,1669,96.924
65,2812,inf,1414,82.124
65,2057,inf,1263,73.360
65,11056,inf,445,25.885
65,11560,inf,608,35.345
65,157,inf,1390,80.731
65,762,inf,980,56.936
65,1117,inf,835,48.520
65,2620,312006,1551,90.075
65,3279,inf,1272,73.883
65,8736,inf,749,43.529
65,5687,inf,1517,88.102
65,1452,inf,334,19.443
65,2631,inf,1449,84.156
65,6812,inf,1200,69.704
65,4705,inf,1253,72.780
65,6561,217564,1645,95.531
65,1040,inf,1005,58.387
65,7241,inf,1037,60.244
65,858,226559,1597,92.745
65,10435,inf,766,44.515
65,8384,inf,700,40.685
65,1071,inf,876,50.900
65,1394,inf,1299,75.450
65,792,inf,722,41.962
65,7779,203738,1689,98.085
65,10690,inf,1531,88.915
65,1356,inf,1351,78.468
65,8481,inf,143,8.358
65,11867,inf,10,0.638
65,4571,inf,142,8.299
65,9822,inf,708,41.149
65,8348,inf,708,41.149
65,4808,inf,1024,59.489
65,8315,inf,721,41.904
65,541,204333,1689,98.085
65,2452,inf,933,54.208
65,265,inf,1330,77.249
65,2613,313311,1550,90.017
65,11870,inf,10,0.638
65,5349,inf,880,51.132
65,1189,inf,980,56.936
65,4702,inf,1114,64.713
65,2616,313311,1550,90.017
65,7261,inf,1030,59.837
65,2683,inf,1442,83.749
65,4720,inf,1083,62.914
65,1208,inf,972,56.471
65,9547,inf,389,22.635
65,2205,203738,1688,98.027
65,7588,202389,1693,98.317
65,1400,inf,447,26.001
65,6676,226691,1595,92.629
65,1244,inf,745,43.297
65,6610,223767,1621,94.138
65,206,inf,1350,78.410
65,135,inf,1411,81.950
65,3289,inf,1226,71.213
65,2553,inf,918,53.337
65,4044,215187,1667,96.808
65,41,206150,1689,98.085
65,250,inf,1364,79.222
65,8368,inf,704,40.917
65,8487,inf,142,8.299
65,1470,inf,331,19.269
65,2671,226559,1601,92.977
65,7419,inf,364,21.184
65,317,inf,1288,74.811
65,961,207879,1680,97.562
65,11102,inf,437,25.421
65,6064,inf,1366,79.338
65,638,inf,1281,74.405
65,280,inf,1317,76.494
65,9569,inf,15,0.929
65,1655,inf,174,10.157
65,8760,inf,748,43.471
65,100,210777,1663,96.576
65,553,209482,1678,97.446
65,7243,inf,1037,60.244
65,846,206413,1676,97.330
65,1053,212695,1670,96.982
65,525,inf,1252,72.722
65,10976,inf,487,28.323
65,8264,inf,1034,60.070
65,4463,inf,159,9.286
65,3481,inf,967,56.181
66,3476,inf,1018,59.141
66,11071,inf,444,25.827
66,155,inf,1392,80.847
66,1598,inf,190,11.085
66,8344,inf,709,41.207
66,2046,208746,1681,97.620
66,7393,inf,380,22.113
66,8350,inf,709,41.207
66,1325,inf,1511,87.754
66,9334,inf,149,8.706
66,1977,223581,1624,94.312
66,1059,210777,1673,97.156
66,706,inf,1023,59.431
66,8757,inf,749,43.529
66,20,214139,1669,96.924
66,2812,inf,1416,82.240
66,2057,inf,1265,73.476
66,11056,inf,445,25.885
66,11560,inf,610,35.461
66,157,inf,1392,80.847
66,762,inf,981,56.994
66,1117,inf,837,48.636
66,2620,309133,1552,90.133
66,3279,inf,1274,73.999
66,8736,inf,750,43.587
66,5687,inf,1520,88.276
66,1452,inf,335,19.501
66,2631,inf,1451,84.272
66,6812,inf,1201,69.762
66,4705,inf,1255,72.896
66,6561,217185,1648,95.705
66,1040,inf,1006,58.445
66,7241,inf,1039,60.360
66,858,226438,1602,93.035
66,10435,inf,768,44.631
66,8384,inf,701,40.743
66,1071,inf,876,50.900
66,1394,inf,1301,75.566
66,792,inf,723,42.020
66,7779,202389,1693,98.317
66,10690,inf,1535,89.147
66,1356,inf,1354,78.642
66,8481,inf,143,8.358
66,11867,inf,10,0.638
66,4571,inf,142,8.299
66,9822,inf,710,41.265
66,8348,inf,709,41.207
66,4808,inf,1026,59.605
66,8315,inf,722,41.962
66,541,204333,1691,98.201
66,2452,inf,935,54.324
66,265,inf,1332,77.365
66,2613,309133,1552,90.133
66,11870,inf,10,0.638
66,5349,inf,880,51.132
66,1189,inf,982,57.052
66,4702,inf,1115,64.771
66,2616,309133,1552,90.133
66,7261,inf,1032,59.954
66,2683,inf,1444,83.865
66,4720,inf,1084,62.972
66,1208,inf,973,56.529
66,9547,inf,389,22.635
66,2205,203738,1691,98.201
66,7588,202389,1696,98.491
66,1400,inf,448,26.059
66,6676,226559,1600,92.919
66,1244,inf,746,43.355
66,6610,223581,1624,94.312
66,206,inf,1352,78.526
66,135,inf,1415,82.182
66,3289,inf,1227,71.271
66,2553,inf,920,53.453
66,4044,215187,1668,96.866
66,41,206150,1690,98.143
66,250,inf,1366,79.338
66,8368,inf,705,40.975
66,8487,inf,142,8.299
66,1470,inf,332,19.327
66,2671,226438,1605,93.210
66,7419,inf,364,21.184
66,317,inf,1290,74.927
66,961,207733,1683,97.737
66,11102,inf,437,25.421
66,6064,inf,1368,79.454
66,638,inf,1283,74.521
66,280,inf,1319,76.611
66,9569,inf,15,0.929
66,1655,inf,174,10.157
66,8760,inf,749,43.529
66,100,210148,1665,96.692
66,553,209482,1678,97.446
66,7243,inf,1039,60.360
66,846,206157,1680,97.562
66,1053,212695,1670,96.982
66,525,inf,1254,72.838
66,10976,inf,488,28.381
66,8264,inf,1036,60.186
66,4463,inf,159,9.286
66,3481,inf,968,56.239
67,3476,inf,1019,59.199
67,11071,inf,444,25.827
67,155,inf,1394,80.963
67,1598,inf,190,11.085
67,8344,inf,710,41.265
67,2046,208746,1681,97.620
67,7393,inf,380,22.113
67,8350,inf,710,41.265
67,1325,inf,1514,87.928
67,9334,inf,149,8.706
67,1977,222398,1627,94.486
67,1059,210777,1675,97.272
67,706,inf,1025,59.547
67,8757,inf,750,43.587
67,20,214139,1669,96.924
67,2812,inf,1418,82.356
67,2057,inf,1268,73.651
67,11056,inf,445,25.885
67,11560,inf,612,35.577
67,157,inf,1394,80.963
67,762,inf,982,57.052
67,1117,inf,839,48.752
67,2620,309133,1553,90.192
67,3279,inf,1276,74.115
67,8736,inf,751,43.645
67,5687,inf,1523,88.450
67,1452,inf,336,19.559
67,2631,inf,1452,84.330
67,6812,inf,1203,69.878
67,4705,inf,1257,73.012
67,6561,217051,1650,95.821
67,1040,inf,1008,58.561
67,7241,inf,1041,60.476
67,858,226437,1606,93.268
67,10435,inf,769,44.689
67,8384,inf,702,40.801
67,1071,inf,877,50.958
67,1394,inf,1303,75.682
67,792,inf,724,42.078
67,7779,202389,1696,98.491
67,10690,inf,1540,89.437
67,1356,inf,1355,78.700
67,8481,inf,143,8.358
67,11867,inf,10,0.638
67,4571,inf,142,8.299
67,9822,inf,715,41.555
67,8348,inf,710,41.265
67,4808,inf,1028,59.721
67,8315,inf,723,42.020
67,541,204333,1692,98.259
67,2452,inf,937,54.440
67,265,inf,1334,77.481
67,2613,309133,1553,90.192
67,11870,inf,10,0.638
67,5349,inf,881,51.190
67,1189,inf,984,57.168
67,4702,inf,1118,64.945
67,2616,309133,1553,90.192
67,7261,inf,1034,60.070
67,2683,inf,1445,83.923
67,4720,inf,1086,63.088
67,1208,inf,975,56.645
67,9547,inf,389,22.635
67,2205,203738,1693,98.317
67,7588,202389,1698,98.607
67,1400,inf,449,26.117
67,6676,226438,1604,93.151
67,1244,inf,747,43.413
67,6610,222398,1627,94.486
67,206,inf,1354,78.642
67,135,inf,1418,82.356
67,3289,inf,1229,71.387
67,2553,inf,922,53.569
67,4044,215187,1668,96.866
67,41,206150,1690,98.143
67,250,inf,1367,79.396
67,8368,inf,706,41.033
67,8487,inf,142,8.299
67,1470,inf,333,19.385
67,2671,226301,1608,93.384
67,7419,inf,364,21.184
67,317,inf,1291,74.985
67,961,207733,1683,97.737
67,11102,inf,437,25.421
67,6064,inf,1369,79.512
67,638,inf,1284,74.579
67,280,inf,1321,76.727
67,9569,inf,15,0.929
67,1655,inf,174,10.157
67,8760,inf,750,43.587
67,100,209482,1666,96.750
67,553,209482,1678,97.446
67,7243,inf,1041,60.476
67,846,206150,1682,97.678
67,1053,212695,1670,96.982
67,525,inf,1256,72.954
67,10976,inf,489,28.439
67,8264,inf,1037,60.244
67,4463,inf,159,9.286
67,3481,inf,970,56.355
68,3476,inf,1021,59.315
68,11071,inf,444,25.827
68,155,inf,1395,81.021
68,1598,inf,190,11.085
68,8344,inf,711,41.323
68,2046,208746,1681,97.620
68,7393,inf,380,22.113
68,8350,inf,711,41.323
68,1325,inf,1516,88.044
68,9334,inf,149,8.706
68,1977,222323,1628,94.544
68,1059,210777,1676,97.330
68,706,inf,1027,59.663
68,8757,inf,755,43.877
68,20,214139,1669,96.924
68,2812,inf,1420,82.472
68,2057,inf,1269,73.709
68,11056,inf,445,25.885
68,11560,inf,614,35.694
68,157,inf,1395,81.021
68,762,inf,984,57.168
68,1117,inf,839,48.752
68,2620,309133,1554,90.250
68,3279,inf,1277,74.173
68,8736,inf,756,43.935
68,5687,inf,1525,88.566
68,1452,inf,337,19.617
68,2631,inf,1453,84.388
68,6812,inf,1205,69.994
68,4705,inf,1259,73.128
68,6561,216921,1651,95.879
68,1040,inf,1009,58.619
68,7241,inf,1043,60.592
68,858,225252,1609,93.442
68,10435,inf,770,44.748
68,8384,inf,703,40.859
68,1071,inf,878,51.016
68,1394,inf,1304,75.740
68,792,inf,725,42.136
68,7779,202389,1696,98.491
68,10690,inf,1544,89.669
68,1356,inf,1356,78.758
68,8481,inf,143,8.358
68,11867,inf,10,0.638
68,4571,inf,142,8.299
68,9822,inf,716,41.613
68,8348,inf,711,41.323
68,4808,inf,1028,59.721
68,8315,inf,724,42.078
68,541,204333,1693,98.317
68,2452,inf,939,54.556
68,265,inf,1335,77.539
68,2613,309133,1554,90.250
68,11870,inf,10,0.638
68,5349,inf,882,51.248
68,1189,inf,985,57.226
68,4702,inf,1120,65.061
68,2616,309133,1554,90.250
68,7261,inf,1036,60.186
68,2683,inf,1446,83.981
68,4720,inf,1089,63.262
68,1208,inf,976,56.703
68,9547,inf,389,22.635
68,2205,203738,1694,98.375
68,7588,202389,1698,98.607
68,1400,inf,450,26.175
68,6676,226438,1606,93.268
68,1244,inf,747,43.413
68,6610,222323,1628,94.544
68,206,inf,1355,78.700
68,135,inf,1421,82.530
68,3289,inf,1231,71.503
68,2553,inf,923,53.627
68,4044,215187,1668,96.866
68,41,206150,1690,98.143
68,250,inf,1368,79.454
68,8368,inf,707,41.091
68,8487,inf,142,8.299
68,1470,inf,334,19.443
68,2671,224886,1610,93.500
68,7419,inf,364,21.184
68,317,inf,1293,75.102
68,961,207733,1683,97.737
68,11102,inf,437,25.421
68,6064,inf,1370,79.571
68,638,inf,1286,74.695
68,280,inf,1322,76.785
68,9569,inf,15,0.929
68,1655,inf,174,10.157
68,8760,inf,755,43.877
68,100,209114,1667,96.808
68,553,209482,1678,97.446
68,7243,inf,1043,60.592
68,846,206150,1683,97.737
68,1053,212695,1670,96.982
68,525,inf,1258,73.070
68,10976,inf,490,28.497
68,8264,inf,1039,60.360
68,4463,inf,159,9.286
68,3481,inf,971,56.413
69,3476,inf,1023,59.431
69,11071,inf,444,25.827
69,155,inf,1396,81.080
69,1598,inf,190,11.085
69,8344,inf,712,41.381
69,2046,208746,1681,97.620
69,7393,inf,380,22.113
69,8350,inf,712,41.381
69,1325,inf,1518,88.160
69,9334,inf,149,8.706
69,1977,221137,1629,94.602
69,1059,210777,1676,97.330
69,706,inf,1029,59.779
69,8757,inf,756,43.935
69,20,214139,1669,96.924
69,2812,inf,1421,82.530
69,2057,inf,1270,73.767
